temperature_celsius,temperature_fahrenheit,humidity,country,location_name,region,latitude,longitude,Alert
32.3,90.1,52,India,Nayagarh,Orissa,20.13,85.1,High
32.0,89.6,63,India,Cuttack,Orissa,20.5,85.83,High
30.5,86.9,61,India,Baudh,Orissa,20.83,84.32,High
32.7,90.9,54,India,Kendrapara,Orissa,20.5,86.42,High
33.2,91.8,48,India,Ganjam,Orissa,19.32,84.78,High
32.0,89.6,67,India,Sundargarh,Orissa,22.12,84.03,High
34.6,94.3,45,India,Bhadrak,Orissa,21.05,86.52,High
32.0,89.6,67,India,Jharsuguda,Orissa,21.85,84.03,High
30.3,86.5,56,India,Rayagada,Orissa,19.17,83.42,High
29.6,85.3,61,India,Balangir,Orissa,20.72,83.48,Moderate
32.1,89.8,48,India,Jhunjhunun,Rajasthan,28.13,75.4,High
31.1,88.0,50,India,Jaisalmer,Rajasthan,26.92,70.9,High
30.4,86.7,54,India,Sikar,Rajasthan,27.62,75.15,High
34.6,94.3,41,India,Hanumangarh,Rajasthan,29.58,74.32,High
30.4,86.7,51,India,Nagaur,Rajasthan,27.2,73.73,High
30.3,86.5,51,India,Barmer,Rajasthan,25.75,71.38,High
34.6,94.3,41,India,Ganganagar,Rajasthan,29.92,73.88,High
29.1,84.4,56,India,Jodhpur,Rajasthan,26.29,73.03,Moderate
32.5,90.5,45,India,Churu,Rajasthan,28.3,74.95,High
32.5,90.5,43,India,Bikaner,Rajasthan,28.02,73.3,High
27.0,80.6,66,India,Pratapgarh,Rajasthan,24.03,74.78,Moderate
28.5,83.3,57,India,Bhilwara,Rajasthan,25.35,74.63,Moderate
30.2,86.4,52,India,Tonk,Rajasthan,26.17,75.78,High
29.7,85.5,54,India,Bundi,Rajasthan,25.44,75.64,Moderate
30.0,86.0,66,India,Jaipur,Rajasthan,26.92,75.82,Moderate
30.1,86.2,54,India,Kota,Rajasthan,25.18,75.83,High
29.3,84.7,55,India,Pali,Rajasthan,25.77,73.33,Moderate
27.0,80.6,61,India,Rajsamand,Rajasthan,25.07,73.88,Moderate
27.9,82.2,58,India,Ajmer,Rajasthan,26.45,74.63,Moderate
32.5,90.5,47,India,Bharatpur,Rajasthan,27.22,77.48,High
28.1,82.6,60,India,Dungarpur,Rajasthan,23.83,73.72,Moderate
27.8,82.0,63,India,Chittaurgarh,Rajasthan,24.88,74.63,Moderate
27.9,82.2,59,India,Jalor,Rajasthan,25.35,72.62,Moderate
30.0,86.0,66,India,Dausa,Rajasthan,26.88,76.33,Moderate
27.9,82.2,59,India,Sirohi,Rajasthan,24.88,72.87,Moderate
33.0,91.4,59,India,Ariyalur,Tamil Nadu,11.13,79.08,High
34.0,93.2,50,India,Sivaganga,Tamil Nadu,9.87,78.48,High
33.0,91.4,59,India,Thanjavur,Tamil Nadu,10.8,79.15,High
32.4,90.3,47,India,Tiruvannamalai,Tamil Nadu,12.22,79.07,High
31.2,88.2,59,India,Ramanathapuram,Tamil Nadu,9.38,78.83,High
32.9,91.2,46,India,Tirunelveli,Tamil Nadu,8.73,77.7,High
31.3,88.3,58,India,Thiruvarur,Tamil Nadu,10.77,79.65,High
33.0,91.4,59,India,Tiruchirappalli,Tamil Nadu,10.81,78.69,High
31.0,87.8,52,India,Tiruppur,Tamil Nadu,11.1,77.35,High
29.3,84.7,60,India,Salem,Tamil Nadu,11.65,78.17,Moderate
34.0,93.2,50,India,Madurai,Tamil Nadu,9.93,78.12,High
33.0,91.4,59,India,Perambalur,Tamil Nadu,11.23,78.88,High
34.0,93.2,50,India,Dindigul,Tamil Nadu,10.35,77.95,High
32.2,90.0,48,India,Karur,Tamil Nadu,10.95,78.08,High
29.5,85.1,48,India,Dharmapuri,Tamil Nadu,12.13,78.17,Moderate
29.2,84.6,62,India,Namakkal,Tamil Nadu,11.23,78.17,Moderate
30.6,87.1,65,India,Moradabad,Uttar Pradesh,28.83,78.78,High
31.7,89.1,60,India,Sambhal,Uttar Pradesh,28.58,78.55,High
32.2,90.0,56,India,Budaun,Uttar Pradesh,28.05,79.12,High
32.5,90.5,53,India,Bahraich,Uttar Pradesh,27.58,81.6,High
32.2,90.0,52,India,Hapur,Uttar Pradesh,28.72,77.78,High
32.0,89.6,58,India,Sitapur,Uttar Pradesh,27.57,80.68,High
32.3,90.1,51,India,Meerut,Uttar Pradesh,28.98,77.7,High
32.7,90.9,49,India,Aligarh,Uttar Pradesh,27.88,78.08,High
33.0,91.4,48,India,Bulandshahr,Uttar Pradesh,28.4,77.85,High
31.2,88.2,63,India,Bijnor,Uttar Pradesh,29.15,78.27,High
31.0,87.8,63,India,Baghpat,Uttar Pradesh,28.95,77.22,High
31.9,89.4,56,India,Kheri,Uttar Pradesh,27.9,80.8,High
29.3,84.7,70,India,Rampur,Uttar Pradesh,28.82,79.03,Moderate
31.5,88.7,62,India,Bareilly,Uttar Pradesh,28.35,79.42,High
32.7,90.9,47,India,Mathura,Uttar Pradesh,27.5,77.68,High
31.8,89.2,53,India,Etah,Uttar Pradesh,27.63,78.67,High
31.2,88.2,60,India,Hardoi,Uttar Pradesh,27.12,80.15,High
34.2,93.6,51,India,Mahamaya,West Bengal,22.07,88.44,High
31.4,88.5,61,India,Shahjahanpur,Uttar Pradesh,27.88,79.92,High
29.4,84.9,65,India,Farrukhabad,Uttar Pradesh,27.4,79.57,Moderate
31.2,88.2,60,India,Kannauj,Uttar Pradesh,27.07,79.92,High
30.1,86.2,69,India,Pilibhit,Uttar Pradesh,28.63,79.8,High
32.9,91.2,48,India,Mainpuri,Uttar Pradesh,27.23,79.02,High
32.8,91.0,48,India,Firozabad,Uttar Pradesh,27.15,78.42,High
32.0,89.6,58,India,Sultanpur,Uttar Pradesh,26.27,82.07,High
30.6,87.1,66,India,Basti,Uttar Pradesh,26.8,82.72,High
34.9,94.8,39,India,Gorakhpur,Haryana,29.45,75.68,High
31.0,87.8,66,India,Lucknow,Uttar Pradesh,26.85,80.92,High
32.2,90.0,59,India,Azamgarh,Uttar Pradesh,26.06,83.19,High
32.6,90.7,55,India,Faizabad,Uttar Pradesh,26.78,82.13,High
32.9,91.2,53,India,Ballia,Bihar,25.75,84.17,High
31.5,88.7,56,India,Kanpur,Orissa,20.42,85.17,High
29.8,85.6,65,India,Bhadohi,Uttar Pradesh,25.42,82.57,Moderate
30.4,86.7,58,India,Auraiya,Uttar Pradesh,26.47,79.52,High
29.0,84.2,59,India,Sant,Gujarat,23.2,73.87,Moderate
32.5,90.5,49,India,Jalaun,Uttar Pradesh,26.15,79.35,High
29.1,84.4,69,India,Varanasi,Uttar Pradesh,25.33,83.0,Moderate
32.0,89.6,58,India,Gonda,Uttar Pradesh,27.13,81.93,High
32.1,89.8,58,India,Jaunpur,Uttar Pradesh,25.73,82.68,High
31.0,87.8,66,India,Bara Banki,Uttar Pradesh,26.92,81.2,High
31.1,88.0,55,India,Mahoba,Uttar Pradesh,25.28,79.87,High
29.8,85.6,65,India,Mirzapur,Uttar Pradesh,25.15,82.58,Moderate
32.1,89.8,60,India,Deoria,Uttar Pradesh,26.5,83.79,High
31.0,87.8,66,India,Unnao,Uttar Pradesh,26.53,80.5,High
31.6,88.9,58,India,Fatehpur,Rajasthan,29.92,77.24,High
32.1,89.8,58,India,Mau,Uttar Pradesh,25.94,83.56,High
31.8,89.2,59,India,Rae Bareli,Uttar Pradesh,26.22,81.23,High
31.9,89.4,56,India,Amethi,Uttar Pradesh,28.02,81.05,High
31.0,87.8,63,India,Ghaziabad,Uttar Pradesh,28.67,77.43,High
31.2,88.2,62,India,Muzaffarnagar,Uttar Pradesh,29.47,77.68,High
32.0,89.6,67,India,Buddha Gaya,Bihar,24.7,84.98,High
30.2,86.4,64,India,Saharanpur,Uttar Pradesh,29.97,77.55,High
32.5,90.5,50,India,Etawah,Uttar Pradesh,26.77,79.03,High
32.8,91.0,46,India,Agra,Uttar Pradesh,27.18,78.02,High
30.2,86.4,66,India,Cuddalore,Tamil Nadu,11.75,79.75,High
33.0,91.4,59,India,Pudukkottai,Tamil Nadu,10.38,78.82,High
32.2,90.0,48,India,Vellore,Tamil Nadu,12.93,79.13,High
30.0,86.0,89,India,Chennai,Tamil Nadu,13.08,80.28,Moderate
30.4,86.7,66,India,Nagapattinam,Tamil Nadu,10.77,79.83,High
30.0,86.0,89,India,Kancheepuram,Tamil Nadu,12.83,79.72,Moderate
30.6,87.1,61,India,Kanniyakumari,Tamil Nadu,8.08,77.55,High
30.7,87.3,61,India,Allahabad,Uttar Pradesh,25.45,81.85,High
29.2,84.6,68,India,Chandauli,Uttar Pradesh,25.27,83.27,Moderate
30.1,86.2,59,India,Jhansi,Uttar Pradesh,25.43,78.58,High
31.7,89.1,54,India,Banda,Uttar Pradesh,25.48,80.33,High
28.0,82.4,65,India,Lalitpur,Uttar Pradesh,24.68,78.42,Moderate
30.9,87.6,61,India,Ghazipur,Uttar Pradesh,25.58,83.57,High
30.3,86.5,50,India,Krishnagiri,Tamil Nadu,12.53,78.23,High
30.7,87.3,55,India,Erode,Tamil Nadu,11.35,77.73,High
31.0,87.8,52,India,Coimbatore,Tamil Nadu,10.99,76.96,High
29.0,84.2,62,India,Jhalawar,Rajasthan,24.6,76.15,Moderate
31.5,88.7,50,India,Alwar,Rajasthan,27.57,76.6,High
29.8,85.6,56,India,Baran,Rajasthan,25.1,76.52,Moderate
31.9,89.4,50,India,Dhaulpur,Rajasthan,26.7,77.9,High
29.4,84.9,57,India,Sawai Madhopur,Rajasthan,25.98,76.37,Moderate
26.6,79.9,64,India,Banswara,Rajasthan,23.55,74.45,Moderate
30.1,86.2,57,India,Karauli,Rajasthan,26.5,77.02,High
28.0,82.4,66,India,Jangaon,Andhra Pradesh,17.6,78.88,Moderate
29.4,84.9,61,India,Mancherial,Andhra Pradesh,18.87,79.43,Moderate
27.7,81.9,68,India,Karimnagar,Andhra Pradesh,18.43,79.15,Moderate
28.0,82.4,70,India,Nizamabad,Andhra Pradesh,18.67,78.12,Moderate
28.6,83.5,62,India,Medak,Andhra Pradesh,18.03,78.27,Moderate
31.0,87.8,49,India,Nalgonda,Andhra Pradesh,17.05,79.27,High
28.8,83.8,66,India,Adilabad,Andhra Pradesh,19.67,78.53,Moderate
27.7,81.9,69,India,Nirmal,Andhra Pradesh,19.1,78.35,Moderate
27.3,81.1,72,India,Jagtial,Andhra Pradesh,18.8,78.93,Moderate
28.0,82.4,67,India,Peddapalli,Andhra Pradesh,18.62,79.37,Moderate
28.6,83.5,62,India,Siddipet,Andhra Pradesh,18.1,78.85,Moderate
31.1,88.0,58,India,Khammam,Andhra Pradesh,17.25,80.15,High
29.6,85.3,59,India,Warangal,Andhra Pradesh,18.0,79.58,Moderate
31.1,88.0,54,India,Suryapet,Andhra Pradesh,17.15,79.62,High
28.0,82.4,66,India,Medchal,Andhra Pradesh,17.63,78.48,Moderate
27.0,80.6,74,India,Vikarabad,Andhra Pradesh,17.33,77.9,Moderate
30.3,86.5,54,India,Wanaparthy,Andhra Pradesh,16.37,78.07,High
30.1,86.2,65,India,Tirap,Arunachal Pradesh,27.17,95.8,High
30.0,86.0,84,India,Majuli,Assam,26.95,94.17,Moderate
33.5,92.3,56,India,Biswanath,West Bengal,22.04,88.05,High
30.5,86.9,71,India,Hojai,Assam,26.0,92.87,High
31.8,89.2,63,India,South Salmara,Assam,25.92,90.02,High
26.9,80.4,67,India,Agar,Madhya Pradesh,23.7,76.02,Moderate
29.0,84.2,79,India,Kakching,Manipur,24.48,93.98,Moderate
30.0,86.0,79,India,North Gauhati,Assam,26.2,91.72,Moderate
31.0,87.8,63,India,New Delhi,Delhi,28.6,77.2,High
34.0,93.2,60,India,South Suburban,West Bengal,22.5,88.3,High
31.0,87.8,63,India,Shahdara,Delhi,28.67,77.32,High
33.1,91.6,51,India,Jhargram,West Bengal,22.45,86.98,High
29.5,85.1,53,India,Narayanpet,Andhra Pradesh,16.73,77.5,Moderate
31.0,87.8,63,India,Niwari,Uttar Pradesh,28.88,77.53,High
28.3,82.9,55,India,Saitual,Mizoram,23.97,92.58,Moderate
32.2,90.0,48,India,Ranipet,Tamil Nadu,12.93,79.33,High
31.7,89.1,52,India,Tenkasi,Tamil Nadu,8.97,77.3,High
24.8,76.6,64,India,Pendra,Maharashtra,21.93,74.15,Moderate
25.6,78.1,71,India,Ashoknagar,Madhya Pradesh,24.57,77.72,Moderate
25.0,77.0,79,India,Raisen,Madhya Pradesh,23.33,77.8,Moderate
25.0,77.0,75,India,Chhindwara,Madhya Pradesh,22.07,78.93,Moderate
23.9,75.0,78,India,Betul,Madhya Pradesh,21.86,77.93,Moderate
26.1,79.0,74,India,Hoshangabad,Madhya Pradesh,22.75,77.72,Moderate
25.0,77.0,79,India,Sehore,Madhya Pradesh,23.2,77.08,Moderate
27.0,80.6,79,India,Jabalpur,Madhya Pradesh,23.17,79.95,Moderate
25.8,78.4,73,India,Narsimhapur,Madhya Pradesh,22.95,79.2,Moderate
27.4,81.3,70,India,Panna,Madhya Pradesh,24.72,80.2,Moderate
23.0,73.4,89,India,Ujjain,Madhya Pradesh,23.18,75.77,Moderate
28.2,82.8,68,India,Rewa,Madhya Pradesh,24.53,81.3,Moderate
27.9,82.2,73,India,Dindori,Madhya Pradesh,22.95,81.08,Moderate
26.0,78.8,81,India,Balaghat,Madhya Pradesh,21.78,80.25,Moderate
25.1,77.2,74,India,Barwani,Madhya Pradesh,22.03,74.9,Moderate
28.4,83.1,65,India,Satna,Madhya Pradesh,24.58,80.83,Moderate
27.4,81.3,70,India,Chhatarpur,Madhya Pradesh,24.9,79.6,Moderate
23.0,73.4,89,India,Indore,Madhya Pradesh,22.72,75.83,Moderate
24.0,75.2,84,India,Ratlam,Madhya Pradesh,23.32,75.07,Moderate
26.1,79.0,71,India,Harda,Madhya Pradesh,22.33,77.1,Moderate
25.1,77.2,75,India,Sagar,Madhya Pradesh,23.83,78.72,Moderate
24.3,75.7,78,India,Neemuch,Madhya Pradesh,24.48,74.87,Moderate
27.1,80.8,69,India,Tikamgarh,Uttar Pradesh,24.73,78.83,Moderate
25.7,78.3,72,India,Guna,Madhya Pradesh,24.65,77.32,Moderate
23.0,73.4,89,India,Dewas,Madhya Pradesh,22.97,76.07,Moderate
24.7,76.5,78,India,Mandsaur,Madhya Pradesh,24.07,75.07,Moderate
25.1,77.2,74,India,Khargone,Madhya Pradesh,21.82,75.6,Moderate
28.5,83.3,63,India,Sheopur,Madhya Pradesh,25.67,76.7,Moderate
27.6,81.7,68,India,Morena,Madhya Pradesh,26.5,78.0,Moderate
29.0,84.2,62,India,Bhind,Madhya Pradesh,26.56,78.79,Moderate
25.0,77.0,80,India,Jhabua,Madhya Pradesh,22.77,74.6,Moderate
21.6,70.9,91,India,Seoni,Madhya Pradesh,22.08,79.53,Moderate
26.0,78.8,72,India,Khandwa,Madhya Pradesh,21.83,76.33,Moderate
25.3,77.5,82,India,Umaria,Madhya Pradesh,23.53,80.83,Moderate
28.3,82.9,65,India,Gwalior,Madhya Pradesh,26.22,78.18,Moderate
26.6,79.9,73,India,Damoh,Madhya Pradesh,23.83,79.45,Moderate
23.0,73.4,89,India,Dhar,Madhya Pradesh,22.6,75.3,Moderate
30.0,86.0,70,India,Katni,Orissa,20.3,85.72,Moderate
27.7,81.9,72,India,Sidhi,Madhya Pradesh,24.42,81.88,Moderate
26.1,79.0,74,India,Alirajpur,Madhya Pradesh,22.3,74.35,Moderate
25.0,77.0,79,India,Bhopal,Madhya Pradesh,23.27,77.4,Moderate
28.7,83.7,60,India,Rajgarh,Rajasthan,27.23,76.63,Moderate
24.9,76.8,84,India,Mandla,Madhya Pradesh,22.6,80.38,Moderate
24.5,76.1,77,India,Shajapur,Madhya Pradesh,23.43,76.27,Moderate
25.8,78.4,75,India,Shivpuri,Madhya Pradesh,25.43,77.65,Moderate
27.9,82.2,67,India,Datia,Madhya Pradesh,25.67,78.47,Moderate
26.4,79.5,71,India,Burhanpur,Madhya Pradesh,21.3,76.23,Moderate
25.5,77.9,71,India,Anuppur,Madhya Pradesh,23.1,81.68,Moderate
25.7,78.3,77,India,Shahdol,Madhya Pradesh,23.28,81.35,Moderate
25.0,77.0,79,India,Vidisha,Madhya Pradesh,23.53,77.82,Moderate
27.0,80.6,73,India,Una,Gujarat,20.82,71.03,Moderate
18.5,65.3,67,India,Solan,Himachal Pradesh,30.92,77.12,Mild
30.6,87.1,59,India,Sirmaur,Madhya Pradesh,24.85,81.38,High
19.3,66.7,66,India,Chamba,Himachal Pradesh,32.57,76.13,Mild
18.5,65.3,67,India,Shimla,Himachal Pradesh,31.1,77.17,Mild
28.5,83.3,59,India,Bilaspur,Chhattisgarh,22.08,82.15,Moderate
21.1,70.0,63,India,Kangra,Himachal Pradesh,32.1,76.27,Moderate
21.2,70.2,63,India,Mandi,Himachal Pradesh,31.72,76.92,Moderate
30.6,87.1,55,India,Hamirpur,Uttar Pradesh,25.95,80.15,High
27.9,82.2,61,India,Talab Data,Jammu and Kashmir,32.65,74.93,Moderate
14.9,58.8,49,India,Anantnag,Jammu and Kashmir,33.73,75.15,Mild
21.3,70.3,39,India,Baramula,Jammu and Kashmir,34.21,74.34,Moderate
14.9,58.8,49,India,Kulgam,Jammu and Kashmir,33.65,75.02,Mild
14.9,58.8,49,India,Shupiyan,Jammu and Kashmir,33.72,74.83,Mild
27.9,82.2,61,India,Jammu,Jammu and Kashmir,32.73,74.87,Moderate
5.9,42.6,26,India,Leh,Jammu and Kashmir,34.17,77.58,Low
19.2,66.6,51,India,Srinagar,Jammu and Kashmir,34.09,74.8,Mild
18.8,65.8,60,India,Doda,Jammu and Kashmir,33.13,75.57,Mild
19.2,66.6,52,India,Pulwama,Jammu and Kashmir,33.88,74.92,Mild
22.8,73.0,56,India,Ramban,Jammu and Kashmir,33.25,75.25,Moderate
19.2,66.6,51,India,Ganderbal,Jammu and Kashmir,34.23,74.78,Mild
27.9,82.2,61,India,Udhampur,Jammu and Kashmir,32.93,75.13,Moderate
19.2,66.6,51,India,Badgam,Jammu and Kashmir,34.02,74.72,Mild
29.9,85.8,58,India,Punch,Uttar Pradesh,25.82,79.05,Moderate
18.2,64.8,60,India,Kupwara,Jammu and Kashmir,34.03,74.26,Mild
27.7,81.9,62,India,Samba,Jammu and Kashmir,32.57,75.12,Moderate
27.6,81.7,64,India,Kathua,Jammu and Kashmir,32.37,75.52,Moderate
13.8,56.8,37,India,Kargil,Jammu and Kashmir,34.57,76.1,Mild
16.9,62.4,61,India,Kishtwar,Jammu and Kashmir,33.32,75.77,Mild
26.5,79.7,83,India,Daman,Daman and Diu,20.42,72.85,Moderate
27.6,81.7,70,India,Diu,Daman and Diu,20.7,70.98,Moderate
28.0,82.4,84,India,Bhavnagar,Gujarat,21.77,72.15,Moderate
28.3,82.9,58,India,Udaipur,Rajasthan,27.72,75.48,Moderate
27.4,81.3,65,India,Vadodara,Gujarat,22.3,73.2,Moderate
29.0,84.2,79,India,Kantha,Uttar Pradesh,26.58,80.75,Moderate
28.0,82.4,60,India,Surendranagar,Gujarat,22.7,71.68,Moderate
28.2,82.8,62,India,Anand,Gujarat,22.57,72.93,Moderate
27.0,80.6,63,India,Amreli,Gujarat,21.62,71.23,Moderate
25.0,77.0,80,India,Dohad,Gujarat,22.83,74.27,Moderate
27.0,80.6,84,India,Rajkot,Gujarat,22.3,70.78,Moderate
27.4,81.3,69,India,Mahesana,Gujarat,23.6,72.4,Moderate
27.5,81.5,67,India,Patan,Gujarat,23.83,72.12,Moderate
28.0,82.4,67,India,Bharuch,Gujarat,21.7,72.97,Moderate
27.5,81.5,70,India,Somnath,Gujarat,20.88,70.37,Moderate
27.0,80.6,64,India,Junagadh,Gujarat,21.52,70.47,Moderate
27.0,80.6,72,India,Dwarka,Gujarat,22.24,68.97,Moderate
26.7,80.1,81,India,Navsari,Gujarat,20.85,72.92,Moderate
26.9,80.4,79,India,Surat,Gujarat,20.97,72.9,Moderate
27.9,82.2,62,India,Jamnagar,Gujarat,22.47,70.07,Moderate
27.4,81.3,67,India,Porbandar,Gujarat,21.63,69.6,Moderate
26.5,79.7,83,India,Valsad,Gujarat,20.63,72.93,Moderate
27.0,80.6,84,India,Gandhinagar,Gujarat,23.22,72.68,Moderate
27.0,80.6,84,India,Morbi,Gujarat,22.82,70.83,Moderate
27.0,80.6,84,India,Kheda,Gujarat,22.75,72.68,Moderate
26.4,79.5,82,India,Dadra,Dadra and Nagar Haveli,20.32,72.97,Moderate
32.0,89.6,67,India,Krishna,Andhra Pradesh,16.17,81.13,High
32.0,89.6,52,India,East Godavari,Andhra Pradesh,16.93,82.22,High
30.1,86.2,60,India,Visakhapatnam,Andhra Pradesh,17.7,83.3,High
32.0,89.6,53,India,Nellore,Andhra Pradesh,14.43,79.97,High
30.5,86.9,55,India,Chittoor,Andhra Pradesh,13.2,79.12,High
30.1,86.2,62,India,Srikakulam,Andhra Pradesh,18.3,83.9,High
27.4,81.3,63,India,Kurnool,Andhra Pradesh,15.83,78.05,Moderate
32.0,89.6,67,India,Guntur,Andhra Pradesh,16.3,80.45,High
30.3,86.5,56,India,Vizianagaram,Andhra Pradesh,18.12,83.42,High
28.2,82.8,59,India,Anantapur,Andhra Pradesh,14.68,77.6,Moderate
32.0,89.6,67,India,West Godavari,Andhra Pradesh,16.7,81.1,High
30.6,87.1,56,India,Kadapa,Andhra Pradesh,14.47,78.82,High
31.3,88.3,51,India,Jamtara,Jharkhand,23.95,86.8,High
29.0,84.2,75,India,Saraikela,Jharkhand,22.72,85.95,Moderate
27.6,81.7,61,India,Simdega,Jharkhand,22.62,84.52,Moderate
28.4,83.1,66,India,Latehar,Jharkhand,23.75,84.5,Moderate
29.0,84.2,66,India,Khunti,Jharkhand,23.08,85.28,Moderate
27.7,81.9,59,India,Hazaribagh,Jharkhand,23.98,85.35,Moderate
29.0,84.2,79,India,Chatra,Jharkhand,24.22,84.87,Moderate
29.4,84.9,57,India,Kodarma,Jharkhand,24.43,85.52,Moderate
29.8,85.6,56,India,Giridih,Jharkhand,24.18,86.3,Moderate
26.1,79.0,60,India,Lohardaga,Jharkhand,23.43,84.68,Moderate
30.6,87.1,60,India,Sahibganj,Jharkhand,25.25,87.65,High
30.9,87.6,57,India,Godda,Jharkhand,24.83,87.22,High
30.8,87.4,52,India,Dhanbad,Jharkhand,23.8,86.45,High
31.2,88.2,56,India,Dumka,Jharkhand,24.27,87.25,High
29.6,85.3,58,India,Bokaro,Jharkhand,23.78,85.97,Moderate
30.4,86.7,55,India,Deoghar,Jharkhand,24.48,86.7,High
26.4,79.5,59,India,Gumla,Chhattisgarh,23.05,84.55,Moderate
29.0,84.2,66,India,Ramgarh,Jharkhand,23.63,85.52,Moderate
26.5,79.7,74,India,Garhwa,Uttar Pradesh,24.73,83.22,Moderate
29.0,84.2,66,India,Ranchi,Jharkhand,23.35,85.33,Moderate
32.0,89.6,80,India,Arwal,Bihar,25.25,84.68,High
31.5,88.7,56,India,Bhagalpur,Bihar,25.25,87.0,High
31.3,88.3,63,India,Purnia,Bihar,25.78,87.47,High
31.6,88.9,63,India,Kishanganj,West Bengal,26.12,87.93,High
29.0,84.2,79,India,Gaya,Bihar,24.78,85.0,Moderate
30.9,87.6,57,India,Banka,Bihar,24.88,86.92,High
25.0,77.0,72,India,Aurangabad,Maharashtra,19.88,75.33,Moderate
31.2,88.2,56,India,Nawada,Bihar,24.88,85.53,High
30.6,87.1,66,India,Araria,Bihar,26.15,87.52,High
31.2,88.2,61,India,Muzaffarpur,Bihar,26.12,85.4,High
29.8,85.6,56,India,Saran,Bihar,24.48,86.3,Moderate
21.3,70.3,39,India,Sheikhpura,Jammu and Kashmir,34.33,74.23,Moderate
31.5,88.7,59,India,Saharsa,Bihar,25.88,86.6,High
30.9,87.6,62,India,Gopalganj,Bihar,26.47,84.43,High
31.0,87.8,61,India,Siwan,Bihar,26.22,84.37,High
30.7,87.3,65,India,Sheohar,Bihar,26.52,85.3,High
29.4,84.9,67,India,Buxar,Bihar,25.58,83.98,Moderate
31.2,88.2,61,India,Madhubani,Bihar,26.37,86.08,High
31.5,88.7,59,India,Supaul,Bihar,26.12,86.6,High
32.0,89.6,80,India,Patna,Bihar,25.6,85.12,High
28.7,83.7,57,India,Bhojpur,Orissa,21.65,84.4,Moderate
31.3,88.3,60,India,Darbhanga,Bihar,26.17,85.9,High
31.5,88.7,59,India,Samastipur,Bihar,25.85,85.78,High
30.3,86.5,62,India,Bhabua,Bihar,25.05,83.62,High
31.0,87.8,57,India,Khagaria,Bihar,25.5,86.48,High
31.2,88.2,57,India,Munger,Bihar,25.38,86.47,High
30.7,87.3,65,India,Sitamarhi,Bihar,26.6,85.48,High
31.4,88.5,57,India,Lakhisarai,Bihar,25.18,86.08,High
31.0,87.8,55,India,Jamui,Bihar,24.92,86.22,High
31.3,88.3,57,India,Begusarai,Bihar,25.42,86.13,High
31.6,88.9,61,India,Katihar,Bihar,25.53,87.58,High
30.0,86.0,66,India,Gurgaon,Haryana,28.47,77.03,Moderate
27.7,81.9,71,India,Yamunanagar,Haryana,30.1,77.28,Moderate
30.0,86.0,66,India,Palwal,Haryana,28.15,77.33,Moderate
30.0,86.0,66,India,Jhajjar,Haryana,28.62,76.65,Moderate
31.5,88.7,49,India,Bhiwani,Haryana,28.78,76.13,High
30.3,86.5,56,India,Kaithal,Haryana,29.8,76.38,High
30.0,86.0,66,India,Sonipat,Haryana,28.98,77.02,Moderate
29.2,84.6,63,India,Karnal,Haryana,29.68,76.98,Moderate
31.2,88.2,51,India,Jind,Haryana,29.32,76.32,High
29.7,85.5,60,India,Panipat,Haryana,29.39,76.97,Moderate
30.7,87.3,52,India,Mahendragarh,Haryana,28.28,76.15,High
32.2,90.0,44,India,Fatehabad,Haryana,29.52,75.45,High
30.0,86.0,66,India,Faridabad,Haryana,28.43,77.32,Moderate
32.5,90.5,44,India,Sirsa,Haryana,29.53,75.02,High
32.5,90.5,45,India,Hisar,Haryana,29.17,75.72,High
30.6,87.1,52,India,Rewari,Haryana,28.18,76.62,High
31.3,88.3,50,India,Rohtak,Haryana,28.9,76.57,High
28.3,82.9,64,India,Ambala,Haryana,30.38,76.78,Moderate
27.9,82.2,61,India,Chandigarh,Chandigarh,30.74,76.79,Moderate
27.2,81.0,78,India,Goa,Goa,15.4,73.8,Moderate
27.3,81.1,79,India,Arong,Andaman and Nicobar Islands,9.17,92.72,Moderate
27.2,81.0,60,India,Siang,Chhattisgarh,22.6,83.05,Moderate
30.4,86.7,54,India,Upper Tirupati,Andhra Pradesh,13.68,79.35,High
11.3,52.3,75,India,Tawang,Arunachal Pradesh,27.58,91.87,Mild
29.6,85.3,75,India,Goalpara,Assam,26.17,90.62,Moderate
31.0,87.8,79,India,Nalbari,Assam,26.42,91.43,High
30.2,86.4,71,India,Dhubri,Assam,26.03,89.97,High
30.9,87.6,72,India,Karimganj,Assam,24.87,92.35,High
30.0,86.0,75,India,Tinsukia,Assam,27.5,95.37,Moderate
28.4,83.1,76,India,Hailakandi,Assam,24.68,92.57,Moderate
30.0,86.0,75,India,Dhemaji,Assam,27.48,94.58,Moderate
29.4,84.9,71,India,Lakhimpur,Uttar Pradesh,27.95,80.77,Moderate
29.6,85.3,75,India,Bongaigaon,Assam,26.47,90.57,Moderate
23.2,73.8,77,India,Baksa Duar,West Bengal,26.75,89.58,Moderate
23.7,74.7,84,India,Nagaon,Maharashtra,17.47,73.62,Moderate
29.2,84.6,77,India,Darrang,Assam,26.63,92.8,Moderate
30.0,86.0,75,India,Dibrugarh,Assam,27.48,94.9,Moderate
29.6,85.3,75,India,Barpeta,Assam,26.32,91.0,Moderate
28.9,84.0,78,India,Udalguri,Assam,26.77,92.13,Moderate
29.1,84.4,77,India,Golaghat,Assam,26.52,93.97,Moderate
