temperature_celsius,temperature_fahrenheit,humidity,country,location_name,region,latitude,longitude,Alert
23.0,73.4,94,India,Tiruppur,Tamil Nadu,11.1,77.35,Moderate
22.6,72.7,91,India,Salem,Tamil Nadu,11.65,78.17,Moderate
25.4,77.7,75,India,Madurai,Tamil Nadu,9.93,78.12,Moderate
27.0,80.6,74,India,Perambalur,Tamil Nadu,11.23,78.88,Moderate
23.0,73.4,78,India,Dindigul,Tamil Nadu,10.35,77.95,Moderate
25.6,78.1,71,India,Karur,Tamil Nadu,10.95,78.08,Moderate
22.9,73.2,79,India,Dharmapuri,Tamil Nadu,12.13,78.17,Moderate
23.1,73.6,89,India,Namakkal,Tamil Nadu,11.23,78.17,Moderate
25.4,77.7,89,India,Moradabad,Uttar Pradesh,28.83,78.78,Moderate
26.6,79.9,84,India,Sambhal,Uttar Pradesh,28.58,78.55,Moderate
27.5,81.5,78,India,Budaun,Uttar Pradesh,28.05,79.12,Moderate
26.8,80.2,70,India,Bahraich,Uttar Pradesh,27.58,81.6,Moderate
26.4,79.5,85,India,Hapur,Uttar Pradesh,28.72,77.78,Moderate
26.9,80.4,80,India,Sitapur,Uttar Pradesh,27.57,80.68,Moderate
26.6,79.9,84,India,Meerut,Uttar Pradesh,28.98,77.7,Moderate
27.4,81.3,73,India,Aligarh,Uttar Pradesh,27.88,78.08,Moderate
26.7,80.1,82,India,Bulandshahr,Uttar Pradesh,28.4,77.85,Moderate
26.1,79.0,85,India,Bijnor,Uttar Pradesh,29.15,78.27,Moderate
29.0,84.2,75,India,Baghpat,Uttar Pradesh,28.95,77.22,Moderate
27.0,80.6,79,India,Kheri,Uttar Pradesh,27.9,80.8,Moderate
25.7,78.3,88,India,Rampur,Uttar Pradesh,28.82,79.03,Moderate
26.5,79.7,85,India,Bareilly,Uttar Pradesh,28.35,79.42,Moderate
28.0,82.4,70,India,Mathura,Uttar Pradesh,27.5,77.68,Moderate
27.6,81.7,74,India,Etah,Uttar Pradesh,27.63,78.67,Moderate
26.4,79.5,79,India,Hardoi,Uttar Pradesh,27.12,80.15,Moderate
26.4,79.5,94,India,Mahamaya,West Bengal,22.07,88.44,Moderate
26.8,80.2,80,India,Shahjahanpur,Uttar Pradesh,27.88,79.92,Moderate
26.6,79.9,78,India,Farrukhabad,Uttar Pradesh,27.4,79.57,Moderate
26.4,79.5,79,India,Kannauj,Uttar Pradesh,27.07,79.92,Moderate
25.0,77.0,90,India,Pilibhit,Uttar Pradesh,28.63,79.8,Moderate
27.1,80.8,78,India,Mainpuri,Uttar Pradesh,27.23,79.02,Moderate
27.1,80.8,78,India,Firozabad,Uttar Pradesh,27.15,78.42,Moderate
25.7,78.3,85,India,Sultanpur,Uttar Pradesh,26.27,82.07,Moderate
26.4,79.5,86,India,Basti,Uttar Pradesh,26.8,82.72,Moderate
27.3,81.1,67,India,Gorakhpur,Haryana,29.45,75.68,Moderate
28.0,82.4,74,India,Lucknow,Uttar Pradesh,26.85,80.92,Moderate
27.0,80.6,84,India,Azamgarh,Uttar Pradesh,26.06,83.19,Moderate
25.9,78.6,81,India,Faizabad,Uttar Pradesh,26.78,82.13,Moderate
25.6,78.1,89,India,Ballia,Bihar,25.75,84.17,Moderate
23.7,74.7,96,India,Kanpur,Orissa,20.42,85.17,Moderate
26.1,79.0,80,India,Bhadohi,Uttar Pradesh,25.42,82.57,Moderate
26.1,79.0,76,India,Auraiya,Uttar Pradesh,26.47,79.52,Moderate
25.3,77.5,80,India,Sant,Gujarat,23.2,73.87,Moderate
26.7,80.1,79,India,Jalaun,Uttar Pradesh,26.15,79.35,Moderate
26.1,79.0,83,India,Varanasi,Uttar Pradesh,25.33,83.0,Moderate
25.7,78.3,80,India,Gonda,Uttar Pradesh,27.13,81.93,Moderate
27.1,80.8,83,India,Jaunpur,Uttar Pradesh,25.73,82.68,Moderate
28.0,82.4,74,India,Bara Banki,Uttar Pradesh,26.92,81.2,Moderate
25.6,78.1,90,India,Mahoba,Uttar Pradesh,25.28,79.87,Moderate
26.1,79.0,80,India,Mirzapur,Uttar Pradesh,25.15,82.58,Moderate
26.8,80.2,84,India,Deoria,Uttar Pradesh,26.5,83.79,Moderate
28.0,82.4,74,India,Unnao,Uttar Pradesh,26.53,80.5,Moderate
25.9,78.6,80,India,Fatehpur,Rajasthan,29.92,77.24,Moderate
26.6,79.9,85,India,Mau,Uttar Pradesh,25.94,83.56,Moderate
25.7,78.3,89,India,Rae Bareli,Uttar Pradesh,26.22,81.23,Moderate
27.0,80.6,79,India,Amethi,Uttar Pradesh,28.02,81.05,Moderate
29.0,84.2,75,India,Ghaziabad,Uttar Pradesh,28.67,77.43,Moderate
26.0,78.8,83,India,Muzaffarnagar,Uttar Pradesh,29.47,77.68,Moderate
27.0,80.6,94,India,Buddha Gaya,Bihar,24.7,84.98,Moderate
25.8,78.4,74,India,Saharanpur,Uttar Pradesh,29.97,77.55,Moderate
27.7,81.9,70,India,Etawah,Uttar Pradesh,26.77,79.03,Moderate
27.8,82.0,74,India,Agra,Uttar Pradesh,27.18,78.02,Moderate
26.4,79.5,80,India,Cuddalore,Tamil Nadu,11.75,79.75,Moderate
27.0,80.6,74,India,Pudukkottai,Tamil Nadu,10.38,78.82,Moderate
23.9,75.0,80,India,Vellore,Tamil Nadu,12.93,79.13,Moderate
27.0,80.6,84,India,Chennai,Tamil Nadu,13.08,80.28,Moderate
26.9,80.4,76,India,Nagapattinam,Tamil Nadu,10.77,79.83,Moderate
27.0,80.6,84,India,Kancheepuram,Tamil Nadu,12.83,79.72,Moderate
23.5,74.3,91,India,Kanniyakumari,Tamil Nadu,8.08,77.55,Moderate
26.9,80.4,85,India,Allahabad,Uttar Pradesh,25.45,81.85,Moderate
26.0,78.8,84,India,Chandauli,Uttar Pradesh,25.27,83.27,Moderate
24.6,76.3,92,India,Jhansi,Uttar Pradesh,25.43,78.58,Moderate
25.6,78.1,88,India,Banda,Uttar Pradesh,25.48,80.33,Moderate
24.1,75.4,96,India,Lalitpur,Uttar Pradesh,24.68,78.42,Moderate
25.8,78.4,87,India,Ghazipur,Uttar Pradesh,25.58,83.57,Moderate
23.6,74.5,77,India,Krishnagiri,Tamil Nadu,12.53,78.23,Moderate
24.6,76.3,82,India,Erode,Tamil Nadu,11.35,77.73,Moderate
23.0,73.4,94,India,Coimbatore,Tamil Nadu,10.99,76.96,Moderate
25.0,77.0,83,India,Jhalawar,Rajasthan,24.6,76.15,Moderate
27.6,81.7,72,India,Alwar,Rajasthan,27.57,76.6,Moderate
25.0,77.0,85,India,Baran,Rajasthan,25.1,76.52,Moderate
26.5,79.7,81,India,Dhaulpur,Rajasthan,26.7,77.9,Moderate
27.4,81.3,72,India,Sawai Madhopur,Rajasthan,25.98,76.37,Moderate
24.7,76.5,74,India,Banswara,Rajasthan,23.55,74.45,Moderate
26.0,78.8,81,India,Karauli,Rajasthan,26.5,77.02,Moderate
22.8,73.0,90,India,Jangaon,Andhra Pradesh,17.6,78.88,Moderate
24.8,76.6,89,India,Mancherial,Andhra Pradesh,18.87,79.43,Moderate
23.5,74.3,91,India,Karimnagar,Andhra Pradesh,18.43,79.15,Moderate
23.4,74.1,90,India,Nizamabad,Andhra Pradesh,18.67,78.12,Moderate
22.5,72.5,92,India,Medak,Andhra Pradesh,18.03,78.27,Moderate
24.1,75.4,85,India,Nalgonda,Andhra Pradesh,17.05,79.27,Moderate
24.7,76.5,84,India,Adilabad,Andhra Pradesh,19.67,78.53,Moderate
23.8,74.8,87,India,Nirmal,Andhra Pradesh,19.1,78.35,Moderate
23.6,74.5,90,India,Jagtial,Andhra Pradesh,18.8,78.93,Moderate
24.5,76.1,91,India,Peddapalli,Andhra Pradesh,18.62,79.37,Moderate
22.5,72.5,92,India,Siddipet,Andhra Pradesh,18.1,78.85,Moderate
23.9,75.0,93,India,Khammam,Andhra Pradesh,17.25,80.15,Moderate
23.4,74.1,93,India,Warangal,Andhra Pradesh,18.0,79.58,Moderate
23.8,74.8,86,India,Suryapet,Andhra Pradesh,17.15,79.62,Moderate
24.0,75.2,100,India,Medchal,Andhra Pradesh,17.63,78.48,Moderate
24.0,75.2,100,India,Vikarabad,Andhra Pradesh,17.33,77.9,Moderate
22.3,72.1,93,India,Wanaparthy,Andhra Pradesh,16.37,78.07,Moderate
24.4,75.9,86,India,Tirap,Arunachal Pradesh,27.17,95.8,Moderate
26.3,79.3,89,India,Majuli,Assam,26.95,94.17,Moderate
26.5,79.7,94,India,Biswanath,West Bengal,22.04,88.05,Moderate
26.5,79.7,92,India,Hojai,Assam,26.0,92.87,Moderate
27.9,82.2,86,India,South Salmara,Assam,25.92,90.02,Moderate
23.9,75.0,82,India,Agar,Madhya Pradesh,23.7,76.02,Moderate
20.2,68.4,95,India,Kakching,Manipur,24.48,93.98,Moderate
26.0,78.8,100,India,North Gauhati,Assam,26.2,91.72,Moderate
29.0,84.2,75,India,New Delhi,Delhi,28.6,77.2,Moderate
24.5,76.1,96,India,East Godavari,Andhra Pradesh,16.93,82.22,Moderate
28.0,82.4,94,India,South Suburban,West Bengal,22.5,88.3,Moderate
29.0,84.2,75,India,Shahdara,Delhi,28.67,77.32,Moderate
25.4,77.7,96,India,Jhargram,West Bengal,22.45,86.98,Moderate
22.5,72.5,90,India,Narayanpet,Andhra Pradesh,16.73,77.5,Moderate
29.0,84.2,75,India,Niwari,Uttar Pradesh,28.88,77.53,Moderate
20.7,69.3,99,India,Saitual,Mizoram,23.97,92.58,Moderate
24.8,76.6,80,India,Ranipet,Tamil Nadu,12.93,79.33,Moderate
22.7,72.9,88,India,Tenkasi,Tamil Nadu,8.97,77.3,Moderate
24.9,76.8,81,India,Pendra,Maharashtra,21.93,74.15,Moderate
23.4,74.1,95,India,Ashoknagar,Madhya Pradesh,24.57,77.72,Moderate
24.0,75.2,95,India,Raisen,Madhya Pradesh,23.33,77.8,Moderate
22.3,72.1,92,India,Chhindwara,Madhya Pradesh,22.07,78.93,Moderate
23.1,73.6,95,India,Betul,Madhya Pradesh,21.86,77.93,Moderate
24.1,75.4,94,India,Hoshangabad,Madhya Pradesh,22.75,77.72,Moderate
23.4,74.1,96,India,Sehore,Madhya Pradesh,23.2,77.08,Moderate
24.0,75.2,92,India,Jabalpur,Madhya Pradesh,23.17,79.95,Moderate
24.3,75.7,94,India,Narsimhapur,Madhya Pradesh,22.95,79.2,Moderate
23.9,75.0,96,India,Panna,Madhya Pradesh,24.72,80.2,Moderate
23.2,73.8,97,India,Ujjain,Madhya Pradesh,23.18,75.77,Moderate
25.9,78.6,87,India,Rewa,Madhya Pradesh,24.53,81.3,Moderate
25.0,77.0,95,India,Dindori,Madhya Pradesh,22.95,81.08,Moderate
23.7,74.7,96,India,Balaghat,Madhya Pradesh,21.78,80.25,Moderate
23.3,73.9,97,India,Barwani,Madhya Pradesh,22.03,74.9,Moderate
26.1,79.0,85,India,Satna,Madhya Pradesh,24.58,80.83,Moderate
23.9,75.0,96,India,Chhatarpur,Madhya Pradesh,24.9,79.6,Moderate
23.0,73.4,98,India,Indore,Madhya Pradesh,22.72,75.83,Moderate
22.5,72.5,96,India,Ratlam,Madhya Pradesh,23.32,75.07,Moderate
24.3,75.7,96,India,Harda,Madhya Pradesh,22.33,77.1,Moderate
23.5,74.3,95,India,Sagar,Madhya Pradesh,23.83,78.72,Moderate
23.4,74.1,86,India,Neemuch,Madhya Pradesh,24.48,74.87,Moderate
24.5,76.1,96,India,Tikamgarh,Uttar Pradesh,24.73,78.83,Moderate
23.2,73.8,94,India,Guna,Madhya Pradesh,24.65,77.32,Moderate
23.4,74.1,98,India,Dewas,Madhya Pradesh,22.97,76.07,Moderate
23.4,74.1,89,India,Mandsaur,Madhya Pradesh,24.07,75.07,Moderate
23.3,73.9,97,India,Khargone,Madhya Pradesh,21.82,75.6,Moderate
25.6,78.1,79,India,Sheopur,Madhya Pradesh,25.67,76.7,Moderate
27.5,81.5,64,India,Morena,Madhya Pradesh,26.5,78.0,Moderate
26.5,79.7,64,India,Bhind,Madhya Pradesh,26.56,78.79,Moderate
24.1,75.4,87,India,Jhabua,Madhya Pradesh,22.77,74.6,Moderate
22.5,72.5,96,India,Seoni,Madhya Pradesh,22.08,79.53,Moderate
24.0,75.2,96,India,Khandwa,Madhya Pradesh,21.83,76.33,Moderate
23.6,74.5,93,India,Umaria,Madhya Pradesh,23.53,80.83,Moderate
26.2,79.2,67,India,Gwalior,Madhya Pradesh,26.22,78.18,Moderate
24.4,75.9,90,India,Damoh,Madhya Pradesh,23.83,79.45,Moderate
22.5,72.5,98,India,Dhar,Madhya Pradesh,22.6,75.3,Moderate
26.0,78.8,94,India,Katni,Orissa,20.3,85.72,Moderate
24.6,76.3,88,India,Sidhi,Madhya Pradesh,24.42,81.88,Moderate
24.6,76.3,90,India,Alirajpur,Madhya Pradesh,22.3,74.35,Moderate
23.7,74.7,95,India,Bhopal,Madhya Pradesh,23.27,77.4,Moderate
25.4,77.7,66,India,Rajgarh,Rajasthan,27.23,76.63,Moderate
23.2,73.8,97,India,Mandla,Madhya Pradesh,22.6,80.38,Moderate
23.3,73.9,96,India,Shajapur,Madhya Pradesh,23.43,76.27,Moderate
23.5,74.3,88,India,Shivpuri,Madhya Pradesh,25.43,77.65,Moderate
24.9,76.8,88,India,Datia,Madhya Pradesh,25.67,78.47,Moderate
23.3,73.9,94,India,Burhanpur,Madhya Pradesh,21.3,76.23,Moderate
23.7,74.7,92,India,Anuppur,Madhya Pradesh,23.1,81.68,Moderate
23.8,74.8,89,India,Shahdol,Madhya Pradesh,23.28,81.35,Moderate
24.0,75.2,95,India,Vidisha,Madhya Pradesh,23.53,77.82,Moderate
25.9,78.6,86,India,Una,Gujarat,20.82,71.03,Moderate
18.6,65.5,80,India,Solan,Himachal Pradesh,30.92,77.12,Mild
27.0,80.6,85,India,Sirmaur,Madhya Pradesh,24.85,81.38,Moderate
15.2,59.4,64,India,Chamba,Himachal Pradesh,32.57,76.13,Mild
18.6,65.5,80,India,Shimla,Himachal Pradesh,31.1,77.17,Mild
24.2,75.6,94,India,Bilaspur,Chhattisgarh,22.08,82.15,Moderate
15.7,60.3,60,India,Kangra,Himachal Pradesh,32.1,76.27,Mild
17.6,63.7,66,India,Mandi,Himachal Pradesh,31.72,76.92,Mild
25.9,78.6,84,India,Hamirpur,Uttar Pradesh,25.95,80.15,Moderate
24.7,76.5,64,India,Talab Data,Jammu and Kashmir,32.65,74.93,Moderate
14.4,57.9,57,India,Anantnag,Jammu and Kashmir,33.73,75.15,Mild
9.7,49.5,71,India,Baramula,Jammu and Kashmir,34.21,74.34,Low
14.4,57.9,57,India,Kulgam,Jammu and Kashmir,33.65,75.02,Mild
14.4,57.9,57,India,Shupiyan,Jammu and Kashmir,33.72,74.83,Mild
24.7,76.5,64,India,Jammu,Jammu and Kashmir,32.73,74.87,Moderate
2.5,36.5,57,India,Leh,Jammu and Kashmir,34.17,77.58,Low
13.1,55.6,65,India,Srinagar,Jammu and Kashmir,34.09,74.8,Mild
15.8,60.4,69,India,Doda,Jammu and Kashmir,33.13,75.57,Mild
14.4,57.9,65,India,Pulwama,Jammu and Kashmir,33.88,74.92,Mild
18.0,64.4,69,India,Ramban,Jammu and Kashmir,33.25,75.25,Mild
13.1,55.6,65,India,Ganderbal,Jammu and Kashmir,34.23,74.78,Mild
24.7,76.5,64,India,Udhampur,Jammu and Kashmir,32.93,75.13,Moderate
13.1,55.6,65,India,Badgam,Jammu and Kashmir,34.02,74.72,Mild
25.3,77.5,87,India,Punch,Uttar Pradesh,25.82,79.05,Moderate
13.1,55.6,69,India,Kupwara,Jammu and Kashmir,34.03,74.26,Mild
24.5,76.1,65,India,Samba,Jammu and Kashmir,32.57,75.12,Moderate
24.5,76.1,70,India,Kathua,Jammu and Kashmir,32.37,75.52,Moderate
9.7,49.5,54,India,Kargil,Jammu and Kashmir,34.57,76.1,Low
11.5,52.7,74,India,Kishtwar,Jammu and Kashmir,33.32,75.77,Mild
25.7,78.3,90,India,Daman,Daman and Diu,20.42,72.85,Moderate
27.0,80.6,83,India,Diu,Daman and Diu,20.7,70.98,Moderate
27.8,82.0,70,India,Bhavnagar,Gujarat,21.77,72.15,Moderate
24.9,76.8,70,India,Udaipur,Rajasthan,27.72,75.48,Moderate
28.9,84.0,71,India,Vadodara,Gujarat,22.3,73.2,Moderate
25.0,77.0,94,India,Kantha,Uttar Pradesh,26.58,80.75,Moderate
28.0,82.4,70,India,Surendranagar,Gujarat,22.7,71.68,Moderate
27.5,81.5,70,India,Anand,Gujarat,22.57,72.93,Moderate
25.5,77.9,80,India,Amreli,Gujarat,21.62,71.23,Moderate
24.1,75.4,87,India,Dohad,Gujarat,22.83,74.27,Moderate
26.4,79.5,78,India,Rajkot,Gujarat,22.3,70.78,Moderate
27.7,81.9,71,India,Mahesana,Gujarat,23.6,72.4,Moderate
28.2,82.8,76,India,Patan,Gujarat,23.83,72.12,Moderate
28.1,82.6,69,India,Bharuch,Gujarat,21.7,72.97,Moderate
26.9,80.4,83,India,Somnath,Gujarat,20.88,70.37,Moderate
25.1,77.2,86,India,Junagadh,Gujarat,21.52,70.47,Moderate
27.2,81.0,81,India,Dwarka,Gujarat,22.24,68.97,Moderate
26.2,79.2,87,India,Navsari,Gujarat,20.85,72.92,Moderate
26.4,79.5,86,India,Surat,Gujarat,20.97,72.9,Moderate
27.3,81.1,79,India,Jamnagar,Gujarat,22.47,70.07,Moderate
27.2,81.0,80,India,Porbandar,Gujarat,21.63,69.6,Moderate
25.7,78.3,90,India,Valsad,Gujarat,20.63,72.93,Moderate
27.0,80.6,79,India,Gandhinagar,Gujarat,23.22,72.68,Moderate
27.6,81.7,74,India,Morbi,Gujarat,22.82,70.83,Moderate
27.0,80.6,79,India,Kheda,Gujarat,22.75,72.68,Moderate
25.7,78.3,90,India,Dadra,Dadra and Nagar Haveli,20.32,72.97,Moderate
26.4,79.5,88,India,Krishna,Andhra Pradesh,16.17,81.13,Moderate
25.2,77.4,91,India,East Godavari,Andhra Pradesh,16.93,82.22,Moderate
27.2,81.0,83,India,Visakhapatnam,Andhra Pradesh,17.7,83.3,Moderate
28.2,82.8,72,India,Nellore,Andhra Pradesh,14.43,79.97,Moderate
25.1,77.2,78,India,Chittoor,Andhra Pradesh,13.2,79.12,Moderate
26.0,78.8,88,India,Srikakulam,Andhra Pradesh,18.3,83.9,Moderate
23.9,75.0,79,India,Kurnool,Andhra Pradesh,15.83,78.05,Moderate
25.7,78.3,86,India,Guntur,Andhra Pradesh,16.3,80.45,Moderate
25.8,78.4,88,India,Vizianagaram,Andhra Pradesh,18.12,83.42,Moderate
24.4,75.9,75,India,Anantapur,Andhra Pradesh,14.68,77.6,Moderate
25.2,77.4,90,India,West Godavari,Andhra Pradesh,16.7,81.1,Moderate
26.5,79.7,73,India,Kadapa,Andhra Pradesh,14.47,78.82,Moderate
25.5,77.9,90,India,Jamtara,Jharkhand,23.95,86.8,Moderate
24.9,76.8,96,India,Saraikela,Jharkhand,22.72,85.95,Moderate
23.6,74.5,91,India,Simdega,Jharkhand,22.62,84.52,Moderate
24.3,75.7,89,India,Latehar,Jharkhand,23.75,84.5,Moderate
25.0,77.0,94,India,Khunti,Jharkhand,23.08,85.28,Moderate
23.6,74.5,92,India,Hazaribagh,Jharkhand,23.98,85.35,Moderate
28.0,82.4,84,India,Chatra,Jharkhand,24.22,84.87,Moderate
24.9,76.8,90,India,Kodarma,Jharkhand,24.43,85.52,Moderate
24.9,76.8,90,India,Giridih,Jharkhand,24.18,86.3,Moderate
22.6,72.7,94,India,Lohardaga,Jharkhand,23.43,84.68,Moderate
27.7,81.9,85,India,Sahibganj,Jharkhand,25.25,87.65,Moderate
26.6,79.9,87,India,Godda,Jharkhand,24.83,87.22,Moderate
25.1,77.2,90,India,Dhanbad,Jharkhand,23.8,86.45,Moderate
25.6,78.1,91,India,Dumka,Jharkhand,24.27,87.25,Moderate
24.8,76.6,93,India,Bokaro,Jharkhand,23.78,85.97,Moderate
25.6,78.1,90,India,Deoghar,Jharkhand,24.48,86.7,Moderate
22.5,72.5,94,India,Gumla,Chhattisgarh,23.05,84.55,Moderate
25.0,77.0,94,India,Ramgarh,Jharkhand,23.63,85.52,Moderate
24.4,75.9,89,India,Garhwa,Uttar Pradesh,24.73,83.22,Moderate
25.0,77.0,94,India,Ranchi,Jharkhand,23.35,85.33,Moderate
29.0,84.2,94,India,Arwal,Bihar,25.25,84.68,Moderate
27.7,81.9,84,India,Bhagalpur,Bihar,25.25,87.0,Moderate
27.9,82.2,84,India,Purnia,Bihar,25.78,87.47,Moderate
27.9,82.2,86,India,Kishanganj,West Bengal,26.12,87.93,Moderate
28.0,82.4,84,India,Gaya,Bihar,24.78,85.0,Moderate
26.6,79.9,87,India,Banka,Bihar,24.88,86.92,Moderate
22.9,73.2,83,India,Aurangabad,Maharashtra,19.88,75.33,Moderate
28.1,82.6,81,India,Nawada,Bihar,24.88,85.53,Moderate
27.2,81.0,87,India,Araria,Bihar,26.15,87.52,Moderate
27.8,82.0,81,India,Muzaffarpur,Bihar,26.12,85.4,Moderate
24.9,76.8,90,India,Saran,Bihar,24.48,86.3,Moderate
9.7,49.5,71,India,Sheikhpura,Jammu and Kashmir,34.33,74.23,Low
28.0,82.4,83,India,Saharsa,Bihar,25.88,86.6,Moderate
26.4,79.5,72,India,Gopalganj,Bihar,26.47,84.43,Moderate
27.5,81.5,69,India,Siwan,Bihar,26.22,84.37,Moderate
27.9,82.2,83,India,Sheohar,Bihar,26.52,85.3,Moderate
27.3,81.1,84,India,Buxar,Bihar,25.58,83.98,Moderate
28.0,82.4,86,India,Madhubani,Bihar,26.37,86.08,Moderate
28.0,82.4,83,India,Supaul,Bihar,26.12,86.6,Moderate
29.0,84.2,94,India,Patna,Bihar,25.6,85.12,Moderate
24.2,75.6,95,India,Bhojpur,Orissa,21.65,84.4,Moderate
27.7,81.9,86,India,Darbhanga,Bihar,26.17,85.9,Moderate
27.7,81.9,84,India,Samastipur,Bihar,25.85,85.78,Moderate
26.0,78.8,86,India,Bhabua,Bihar,25.05,83.62,Moderate
28.0,82.4,81,India,Khagaria,Bihar,25.5,86.48,Moderate
28.3,82.9,81,India,Munger,Bihar,25.38,86.47,Moderate
27.9,82.2,83,India,Sitamarhi,Bihar,26.6,85.48,Moderate
28.2,82.8,82,India,Lakhisarai,Bihar,25.18,86.08,Moderate
26.8,80.2,83,India,Jamui,Bihar,24.92,86.22,Moderate
28.2,82.8,82,India,Begusarai,Bihar,25.42,86.13,Moderate
28.0,82.4,83,India,Katihar,Bihar,25.53,87.58,Moderate
28.0,82.4,74,India,Gurgaon,Haryana,28.47,77.03,Moderate
24.2,75.6,72,India,Yamunanagar,Haryana,30.1,77.28,Moderate
28.0,82.4,74,India,Palwal,Haryana,28.15,77.33,Moderate
28.0,82.4,74,India,Jhajjar,Haryana,28.62,76.65,Moderate
26.0,78.8,66,India,Bhiwani,Haryana,28.78,76.13,Moderate
23.8,74.8,74,India,Kaithal,Haryana,29.8,76.38,Moderate
28.0,82.4,74,India,Sonipat,Haryana,28.98,77.02,Moderate
23.3,73.9,74,India,Karnal,Haryana,29.68,76.98,Moderate
24.4,75.9,74,India,Jind,Haryana,29.32,76.32,Moderate
23.6,74.5,73,India,Panipat,Haryana,29.39,76.97,Moderate
26.2,79.2,62,India,Mahendragarh,Haryana,28.28,76.15,Moderate
25.5,77.9,68,India,Fatehabad,Haryana,29.52,75.45,Moderate
28.0,82.4,74,India,Faridabad,Haryana,28.43,77.32,Moderate
26.9,80.4,61,India,Sirsa,Haryana,29.53,75.02,Moderate
25.8,78.4,67,India,Hisar,Haryana,29.17,75.72,Moderate
26.3,79.3,62,India,Rewari,Haryana,28.18,76.62,Moderate
25.6,78.1,69,India,Rohtak,Haryana,28.9,76.57,Moderate
24.1,75.4,70,India,Ambala,Haryana,30.38,76.78,Moderate
23.9,75.0,70,India,Chandigarh,Chandigarh,30.74,76.79,Moderate
26.9,80.4,81,India,Goa,Goa,15.4,73.8,Moderate
27.8,82.0,81,India,Arong,Andaman and Nicobar Islands,9.17,92.72,Moderate
22.9,73.2,91,India,Siang,Chhattisgarh,22.6,83.05,Moderate
26.2,79.2,75,India,Upper Tirupati,Andhra Pradesh,13.68,79.35,Moderate
8.9,48.0,85,India,Tawang,Arunachal Pradesh,27.58,91.87,Low
26.3,79.3,92,India,Goalpara,Assam,26.17,90.62,Moderate
26.0,78.8,100,India,Nalbari,Assam,26.42,91.43,Moderate
27.0,80.6,88,India,Dhubri,Assam,26.03,89.97,Moderate
25.4,77.7,96,India,Karimganj,Assam,24.87,92.35,Moderate
24.2,75.6,95,India,Tinsukia,Assam,27.5,95.37,Moderate
23.7,74.7,98,India,Hailakandi,Assam,24.68,92.57,Moderate
25.4,77.7,90,India,Dhemaji,Assam,27.48,94.58,Moderate
26.4,79.5,73,India,Lakhimpur,Uttar Pradesh,27.95,80.77,Moderate
26.3,79.3,92,India,Bongaigaon,Assam,26.47,90.57,Moderate
19.4,66.9,80,India,Baksa Duar,West Bengal,26.75,89.58,Mild
20.7,69.3,97,India,Nagaon,Maharashtra,17.47,73.62,Moderate
25.4,77.7,93,India,Darrang,Assam,26.63,92.8,Moderate
25.4,77.7,90,India,Dibrugarh,Assam,27.48,94.9,Moderate
26.3,79.3,92,India,Barpeta,Assam,26.32,91.0,Moderate
26.3,79.3,89,India,Udalguri,Assam,26.77,92.13,Moderate
25.2,77.4,95,India,Golaghat,Assam,26.52,93.97,Moderate
26.3,79.3,92,India,Kokrajhar,Assam,26.4,90.27,Moderate
24.7,76.5,93,India,Jorhat,Assam,26.75,94.22,Moderate
25.2,77.4,91,India,Yanam,Andhra Pradesh,16.73,82.22,Moderate
27.3,81.1,80,India,Karaikal,Puducherry,10.92,79.83,Moderate
27.0,80.6,78,India,Puducherry,Puducherry,11.93,79.83,Moderate
25.1,77.2,88,India,Mahe,Kerala,11.7,75.53,Moderate
21.3,70.3,93,India,Lunglei,Mizoram,22.88,92.73,Moderate
20.5,68.9,96,India,Lawngtlai,Mizoram,22.53,92.9,Moderate
20.5,68.9,96,India,Saiha,Mizoram,22.48,92.97,Moderate
21.3,70.3,93,India,Serchhip,Mizoram,23.3,92.83,Moderate
21.3,70.3,95,India,Aizawl,Mizoram,23.72,92.72,Moderate
21.3,70.3,95,India,Mamit,Mizoram,23.93,92.48,Moderate
26.4,79.5,83,India,Chandel,Goa,15.73,73.88,Moderate
20.6,69.1,88,India,Tamenglong,Manipur,24.97,93.55,Moderate
18.1,64.6,92,India,Ukhrul,Manipur,25.12,94.37,Mild
26.0,78.8,94,India,Bishnupur,West Bengal,22.38,88.27,Moderate
18.7,65.7,97,India,Churachandpur,Manipur,24.33,93.67,Mild
19.7,67.5,94,India,Thoubal,Manipur,24.63,94.02,Mild
19.7,67.5,94,India,Imphal,Manipur,24.82,93.95,Mild
19.7,67.5,94,India,Kangpokpi,Manipur,25.13,93.97,Mild
19.7,67.5,94,India,Imphal,Manipur,24.82,93.95,Mild
22.7,72.9,88,India,Mon,Nagaland,26.75,95.1,Moderate
20.6,69.1,96,India,Tuensang,Nagaland,26.28,94.83,Moderate
20.6,69.1,96,India,Mokokchung,Nagaland,26.33,94.53,Moderate
17.5,63.5,95,India,Phek,Manipur,25.67,94.5,Mild
22.1,71.8,93,India,Kohima,Nagaland,25.67,94.12,Moderate
25.1,77.2,94,India,Wokha,Nagaland,26.1,94.27,Moderate
18.0,64.4,95,India,Zunheboto,Nagaland,25.97,94.52,Mild
22.1,71.8,93,India,Dimapur,Assam,25.9,93.73,Moderate
25.1,77.2,97,India,Khowai,Tripura,24.1,91.63,Moderate
25.1,77.2,97,India,Dharmanagar,Tripura,24.37,92.17,Moderate
